index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
823	vidalas_ambush		armor/leather_armor	armor/leather_armor	armor/leather_armor			
824	vidalas_snare		amulet/amulet	amulet/amulet	amulet/amulet			
825	milabregas_orb		shield/steelclash	shield/steelclash	shield/steelclash			
826	milabregas_rod		scepter/war_scepter	scepter/war_scepter	scepter/war_scepter			
827	milabregas_diadem		helmet/crown	helmet/crown	helmet/crown			
828	milabregas_robe		armor/victors_silk	armor/victors_silk	armor/victors_silk			
829	cathans_rule		staff/battle_staff	staff/battle_staff	staff/battle_staff			
830	cathans_mesh		armor/chain_mail	armor/chain_mail	armor/chain_mail			
831	cathans_visage		helmet/mask	helmet/mask	helmet/mask			
832	cathans_sigil		amulet/amulet	amulet/amulet	amulet/amulet			
833	cathans_seal		ring/ring	ring/ring	ring/ring			
834	tancreds_crowbill		axe/mindrend	axe/mindrend	axe/mindrend			
835	tancreds_spine		armor/goldskin	armor/goldskin	armor/goldskin			
836	tancreds_hobnails		boot/leather_boots	boot/leather_boots	boot/leather_boots			
837	tancreds_weird		amulet/amulet	amulet/amulet	amulet/amulet			
838	tancreds_skull		helmet/wormskull	helmet/wormskull	helmet/wormskull			
839	sigons_gage		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
840	sigons_visor		helmet/great_helm	helmet/great_helm	helmet/great_helm			
841	sigons_shelter		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
842	sigons_sabot		boot/plate_boots	boot/plate_boots	boot/plate_boots			
843	sigons_wrap		belt/girdle_h	belt/girdle_h	belt/girdle_h			
844	sigons_guard		shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep			
845	infernal_cranium		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
846	infernal_torch		wand/grim_wand	wand/grim_wand	wand/grim_wand			
847	infernal_sign		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
848	berserkers_headgear		helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory			
849	berserkers_hauberk		armor/splint_mail	armor/splint_mail	armor/splint_mail			
850	berserkers_hatchet		axe/double_axe	axe/double_axe	axe/double_axe			
851	deaths_hand		glove/gloves_l	glove/gloves_l	glove/gloves_l			
852	deaths_guard		belt/sash_l	belt/sash_l	belt/sash_l			
853	deaths_touch		sword/war_sword	sword/war_sword	sword/war_sword			
854	angelic_sickle		sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer			
855	angelic_mantle		armor/ring_mail	armor/ring_mail	armor/ring_mail			
856	angelic_halo		ring/ring	ring/ring	ring/ring			
857	angelic_wings		amulet/amulet	amulet/amulet	amulet/amulet			
858	arctic_horn		bow/hellclap	bow/hellclap	bow/hellclap			
859	arctic_furs		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
860	arctic_binding		belt/light_belt	belt/light_belt	belt/light_belt			
861	arctic_mitts		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
862	arcannas_sign		amulet/amulet	amulet/amulet	amulet/amulet			
863	arcannas_deathwand		staff/war_staff	staff/war_staff	staff/war_staff			
864	arcannas_head		helmet/skull_cap	helmet/skull_cap	helmet/skull_cap			
865	arcannas_flesh		armor/light_plate	armor/light_plate	armor/light_plate			
866	natalyas_totem		helmet/wormskull	helmet/wormskull	helmet/wormskull			
867	natalyas_mark		h2h/natalyas_mark	h2h/natalyas_mark	h2h/natalyas_mark			
868	natalyas_shadow		armor/scale_mail	armor/scale_mail	armor/scale_mail			
869	natalyas_soul		boot/chain_boots	boot/chain_boots	boot/chain_boots			
870	aldurs_stony_gaze		pelt/antlers	pelt/antlers	pelt/antlers			
871	aldurs_deception		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
872	aldurs_rhythm		mace/bloodrise	mace/bloodrise	mace/bloodrise			
873	aldurs_advance		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
874	immortal_kings_will		helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard			
875	immortal_kings_soul_cage		armor/victors_silk	armor/victors_silk	armor/victors_silk			
876	immortal_kings_detail		belt/girdle_h	belt/girdle_h	belt/girdle_h			
877	immortal_kings_forge		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
878	immortal_kings_pillar		boot/plate_boots	boot/plate_boots	boot/plate_boots			
879	immortal_kings_stone_crusher		hammer/maul	hammer/maul	hammer/maul			
880	tal_rashas_fine_spun_cloth		belt/belt_m	belt/belt_m	belt/belt_m			
881	tal_rashas_adjudication		amulet/amulet	amulet/amulet	amulet/amulet			
882	tal_rashas_lidless_eye		orb/dragon_stone	orb/dragon_stone	orb/dragon_stone			
883	tal_rashas_guardianship		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
884	tal_rashas_horadric_crest		helmet/mask	helmet/mask	helmet/mask			
885	griswolds_valor		helmet/crown	helmet/crown	helmet/crown			
886	griswolds_heart		armor/corpsemourn	armor/corpsemourn	armor/corpsemourn			
887	griswolds_redemption		scepter/war_scepter	scepter/war_scepter	scepter/war_scepter			
888	griswolds_honor		shield/crown_shield	shield/crown_shield	shield/crown_shield			
889	trang_ouls_guise		helmet/wormskull	helmet/wormskull	helmet/wormskull			
890	trang_ouls_scales		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
891	trang_ouls_wing		voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head			
892	trang_ouls_claws		glove/bracers_m	glove/bracers_m	glove/bracers_m			
893	trang_ouls_girth		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
894	mavinas_true_sight		circlet/diadem	circlet/diadem	circlet/diadem			
895	mavinas_embrace		armor/field_plate	armor/field_plate	armor/field_plate			
896	mavinas_icy_clutch		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
897	mavinas_tenet		belt/light_belt	belt/light_belt	belt/light_belt			
898	mavinas_caster		bow/reflex_bow	bow/reflex_bow	bow/reflex_bow			
899	telling_of_beads		amulet/amulet	amulet/amulet	amulet/amulet			
900	laying_of_hands		glove/gloves_l	glove/gloves_l	glove/gloves_l			
901	rite_of_passage		boot/leather_boots	boot/leather_boots	boot/leather_boots			
902	dark_adherent		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
903	credendum		belt/belt_m	belt/belt_m	belt/belt_m			
904	dangoons_teaching		mace/dangoons_teaching	mace/dangoons_teaching	mace/dangoons_teaching			
905	taebaeks_glory		shield/heavens_taebaek	shield/heavens_taebaek	shield/heavens_taebaek			
906	haemosus_adamant		armor/haemosus_adament	armor/haemosus_adament	armor/haemosus_adament			
907	ondals_almighty		helmet/ondals_almighty	helmet/ondals_almighty	helmet/ondals_almighty			
908	guillaumes_face		helmet/great_helm	helmet/great_helm	helmet/great_helm			
909	wilhelms_pride		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
910	magnus_skin		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
911	Whitstans_guard		shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle			
912	hwanins_splendor		helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves			
913	hwanins_refuge		armor/scale_mail	armor/scale_mail	armor/scale_mail			
914	hwanins_blessing		belt/belt_m	belt/belt_m	belt/belt_m			
915	hwanins_justice		polearm/voulge	polearm/voulge	polearm/voulge			
916	sazabis_cobalt_redeemer		sword/hellplague	sword/hellplague	sword/hellplague			
917	sazabis_ghost_liberator		armor/splint_mail	armor/splint_mail	armor/splint_mail			
918	sazabis_mental_sheath		helmet/duskdeep	helmet/duskdeep	helmet/duskdeep			
919	bul_kathos_sacred_charge		sword/the_patriarch	sword/the_patriarch	sword/the_patriarch			
920	bul_kathos_tribal_guardian		sword/flamberge	sword/flamberge	sword/flamberge			
921	cow_kings_horns		helmet/cap_hat	helmet/cap_hat	helmet/cap_hat			
922	cow_kings_hide		armor/studded_leather	armor/studded_leather	armor/studded_leather			
923	cow_kings_hooves		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
924	najs_puzzler		staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire			
925	najs_light_plate		armor/plate_mail	armor/plate_mail	armor/plate_mail			
926	najs_circlet		circlet/circlet	circlet/circlet	circlet/circlet			
927	sanders_paragon		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
928	sanders_riprap		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
929	sanders_taboo		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
930	sanders_superstition		wand/gravenspine	wand/gravenspine	wand/gravenspine			
931	mc_auleys_paragon		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
932	mc_auleys_riprap		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
933	mc_auleys_taboo		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
934	mc_auleys_superstition		wand/gravenspine	wand/gravenspine	wand/gravenspine			
935	horazons_secrets		shield/bone_shield	shield/bone_shield	shield/bone_shield			
936	horazons_legacy		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
937	horazons_hold		glove/gloves_l	glove/gloves_l	glove/gloves_l			
938	horazons_dominion		armor/splint_mail	armor/splint_mail	armor/splint_mail			
939	horazons_countenance		helmet/horazons_countenance	helmet/horazons_countenance	helmet/horazons_countenance			
940	banes_oathmaker		knife/banes_spire	knife/banes_spire	knife/banes_spire			
941	banes_wraithskin		armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor			
942	banes_authority		belt/light_belt	belt/light_belt	belt/light_belt			
943	warlords_conquest		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
944	warlords_lust		helmet/great_helm	helmet/great_helm	helmet/great_helm			
945	warlords_mantle		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
946	warlords_crushers		boot/plate_boots	boot/plate_boots	boot/plate_boots			
947	warlords_authority		belt/girdle_h	belt/girdle_h	belt/girdle_h			
948	the_gnasher					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
949	deathspade					axe/deathspade	axe/deathspade	axe/deathspade
950	bladebone					axe/double_axe	axe/double_axe	axe/double_axe
951	skull_splitter					axe/mindrend	axe/mindrend	axe/mindrend
952	rakescar					axe/war_axe	axe/war_axe	axe/war_axe
953	axe_of_fechmar					axe/large_axe	axe/large_axe	axe/large_axe
954	goreshovel					axe/broad_axe	axe/broad_axe	axe/broad_axe
955	the_chieftain					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
956	brainhew					axe/brainhew	axe/brainhew	axe/brainhew
957	humongous					axe/giant_axe	axe/the_minataur	axe/giant_axe
958	torch_of_iro					wand/iros_torch	wand/iros_torch	wand/iros_torch
959	maelstrom					wand/yew_wand	wand/yew_wand	wand/yew_wand
960	gravenspine					wand/gravenspine	wand/gravenspine	wand/gravenspine
961	umes_lament					wand/grim_wand	wand/blackhand_key	wand/grim_wand
962	felloak					club/felloak	club/felloak	club/felloak
963	knell_striker					scepter/scepter	scepter/scepter	scepter/scepter
964	rusthandle					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
965	stormeye					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
966	stoutnail					club/stoutnail	club/stoutnail	club/stoutnail
967	crushflange					mace/mace	mace/mace	mace/mace
968	bloodrise					mace/bloodrise	mace/bloodrise	mace/bloodrise
969	the_generals_tan_do_li_ga					mace/flail	mace/flail	mace/flail
970	ironstone					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
971	bonesnap					hammer/bonesob	hammer/bonesob	hammer/bonesob
972	steeldriver					hammer/great_maul	hammer/great_maul	hammer/great_maul
973	rixots_keen					sword/short_sword	sword/short_sword	sword/short_sword
974	blood_crescent					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
975	skewer_of_krintiz					sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer
976	gleamscythe					sword/gleamscythe	sword/gleamscythe	sword/gleamscythe
977	griswolds_edge					sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge
978	hellplague					sword/hellplague	sword/hellplague	sword/hellplague
979	culwens_point					sword/war_sword	sword/war_sword	sword/war_sword
980	shadowfang					sword/shadowfang	sword/shadowfang	sword/shadowfang
981	soulflay					sword/claymore	sword/claymore	sword/claymore
982	kinemils_awl					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
983	blacktongue					sword/blacktongue	sword/blacktongue	sword/blacktongue
984	ripsaw					sword/flamberge	sword/todesfaelle_flamme	sword/flamberge
985	the_patriarch					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
986	gull					knife/dagger	knife/dagger	knife/dagger
987	the_diggler					knife/dirk	knife/dirk	knife/dirk
988	the_jade_tan_do					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
989	spectral_shard					knife/blade	knife/stormspike	knife/blade
990	the_dragon_chang					spear/spear	spear/spear	spear/spear
991	razortine					spear/razortine	spear/razortine	spear/razortine
992	bloodthief					spear/brandistock	spear/soulfeast_tine	spear/brandistock
993	lance_of_yaggai					spear/spetum	spear/spetum	spear/spetum
994	the_tannr_gorerod					spear/pike	spear/pike	spear/pike
995	dimoaks_hew					polearm/bardiche	polearm/bardiche	polearm/bardiche
996	steelgoad					polearm/voulge	polearm/voulge	polearm/voulge
997	soul_harvest					polearm/soul_harvest	polearm/soul_harvest	polearm/soul_harvest
998	the_battlebranch					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
999	woestave					polearm/halberd	polearm/halberd	polearm/halberd
1000	the_grim_reaper					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1001	bane_ash					staff/short_staff	staff/short_staff	staff/short_staff
1002	serpent_lord_1					staff/long_staff	staff/long_staff	staff/long_staff
1003	spire_of_lazarus					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1004	the_salamander					staff/battle_staff	staff/battle_staff	staff/battle_staff
1005	the_iron_jang_bong					staff/war_staff	staff/skullcollector	staff/war_staff
1006	pluckeye					bow/short_bow	bow/short_bow	bow/short_bow
1007	witherstring					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1008	raven_claw					bow/long_bow	bow/kuko_shakaku	bow/long_bow
1009	rogues_bow					bow/piercerib	bow/piercerib	bow/piercerib
1010	stormstrike					bow/pullspite	bow/pullspite	bow/pullspite
1011	wizendraw					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1012	hellclap					bow/hellclap	bow/hellclap	bow/hellclap
1013	blastbark					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1014	leadcrow					bow/leadcrow	bow/leadcrow	bow/leadcrow
1015	ichorsting					bow/ichorsting	bow/ichorsting	bow/ichorsting
1016	hellcast					bow/hellcast	bow/hellcast	bow/hellcast
1017	doomslinger					bow/doomspittle	bow/doomspittle	bow/doomspittle
1018	biggins_bonnet					helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet
1019	tarnhelm					helmet/skull_cap	helmet/rockstopper	helmet/skull_cap
1020	coif_of_glory					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1021	duskdeep					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1022	wormskull					helmet/wormskull	helmet/wormskull	helmet/wormskull
1023	howltusk					helmet/great_helm	helmet/great_helm	helmet/great_helm
1024	undead_crown					helmet/crown	helmet/crown_of_thieves	helmet/crown
1025	the_face_of_horror					helmet/mask	helmet/mask	helmet/mask
1026	greyform					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1027	blinkbats_form					armor/leather_armor	armor/leather_armor	armor/leather_armor
1028	the_centurion					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
1029	twitchthroe					armor/studded_leather	armor/ironpelt	armor/studded_leather
1030	darkglow					armor/ring_mail	armor/ring_mail	armor/ring_mail
1031	hawkmail					armor/scale_mail	armor/scale_mail	armor/scale_mail
1032	sparking_mail					armor/chain_mail	armor/chain_mail	armor/chain_mail
1033	venom_ward					armor/breast_plate	armor/breast_plate	armor/breast_plate
1034	iceblink					armor/splint_mail	armor/splint_mail	armor/splint_mail
1035	boneflesh					armor/plate_mail	armor/plate_mail	armor/plate_mail
1036	rockfleece					armor/field_plate	armor/field_plate	armor/field_plate
1037	rattlecage					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1038	goldskin					armor/goldskin	armor/goldskin	armor/goldskin
1039	silks_of_the_victor					armor/victors_silk	armor/victors_silk	armor/victors_silk
1040	heavenly_garb					armor/light_plate	armor/light_plate	armor/light_plate
1041	pelta_lunata					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1042	umbral_disk					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1043	stormguild					shield/stormguild	shield/stormguild	shield/stormguild
1044	wall_of_the_eyeless					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1045	swordback_hold					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
1046	steelclash					shield/steelclash	shield/steelclash	shield/steelclash
1047	bverrit_keep					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1048	the_ward					shield/the_ward	shield/the_ward	shield/the_ward
1049	the_hand_of_broc					glove/gloves_l	glove/gloves_l	glove/gloves_l
1050	bloodfist					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1051	chance_guards					glove/bracers_m	glove/bracers_m	glove/bracers_m
1052	magefist					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
1053	frostburn					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1054	hotspur					boot/leather_boots	boot/leather_boots	boot/leather_boots
1055	gorefoot					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1056	treads_of_cthon					boot/chain_boots	boot/chain_boots	boot/chain_boots
1057	goblin_toe					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1058	tearhaunch					boot/plate_boots	boot/plate_boots	boot/plate_boots
1059	lenymo					belt/sash_l	belt/sash_l	belt/sash_l
1060	snakecord					belt/light_belt	belt/light_belt	belt/light_belt
1061	nightsmoke					belt/belt_m	belt/belt_m	belt/belt_m
1062	goldwrap					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1063	bladebuckle					belt/girdle_h	belt/girdle_h	belt/girdle_h
1064	amulet_of_the_viper					amulet/viper_amulet	amulet/viper_amulet	amulet/viper_amulet
1065	staff_of_kings					staff/staff_of_the_kings	staff/staff_of_the_kings	staff/staff_of_the_kings
1066	horadric_staff					staff/horadric_staff	staff/horadric_staff	staff/horadric_staff
1067	hell_forge_hammer					hammer/hellforge_hammer	hammer/hellforge_hammer	hammer/hellforge_hammer
1068	khalim_flail					mace/khalim_flail	mace/khalim_flail	mace/khalim_flail
1069	super_khalim_flail					mace/super_khalim_flail	mace/super_khalim_flail	mace/super_khalim_flail
1070	coldkill					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1071	butchers_pupil					axe/deathspade	axe/deathspade	axe/deathspade
1072	islestrike					axe/double_axe	axe/double_axe	axe/double_axe
1073	pompeiis_wrath					axe/mindrend	axe/mindrend	axe/mindrend
1074	guardian_naga					axe/war_axe	axe/war_axe	axe/war_axe
1075	warlords_trust					axe/large_axe	axe/large_axe	axe/large_axe
1076	spellsteel					axe/broad_axe	axe/broad_axe	axe/broad_axe
1077	stormrider					axe/stormrider	axe/stormrider	axe/stormrider
1078	boneslayer_blade					axe/brainhew	axe/brainhew	axe/brainhew
1079	the_minotaur_1					axe/the_minataur	axe/the_minataur	axe/the_minataur
1080	suicide_branch					wand/wand	wand/wand	wand/wand
1081	carin_shard					wand/yew_wand	wand/yew_wand	wand/yew_wand
1082	arm_of_king_leoric					wand/gravenspine	wand/gravenspine	wand/gravenspine
1083	blackhand_key					wand/blackhand_key	wand/blackhand_key	wand/blackhand_key
1084	dark_clan_crusher					club/felloak	club/felloak	club/felloak
1085	zakarums_hand					scepter/scepter	scepter/scepter	scepter/scepter
1086	the_fetid_sprinkler					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
1087	hand_of_blessed_light					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1088	fleshrender					club/stoutnail	club/stoutnail	club/stoutnail
1089	sureshrill_frost					mace/mace	mace/mace	mace/mace
1090	moonfall					mace/bloodrise	mace/bloodrise	mace/bloodrise
1091	baezils_vortex					mace/flail	mace/flail	mace/flail
1092	earthshaker					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1093	bloodtree_stump					hammer/maul	hammer/maul	hammer/maul
1094	the_gavel_of_pain					hammer/the_gavel_of_pain	hammer/the_gavel_of_pain	hammer/the_gavel_of_pain
1095	bloodletter					sword/short_sword	sword/short_sword	sword/short_sword
1096	coldsteel_eye					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1097	hexfire					sword/hexfire	sword/hexfire	sword/hexfire
1098	blade_of_ali_baba					sword/falchion	sword/falchion	sword/falchion
1099	ginthers_rift					sword/ginthers_rift	sword/ginthers_rift	sword/ginthers_rift
1100	headstriker					sword/broad_sword	sword/broad_sword	sword/broad_sword
1101	plague_bearer					sword/plague_bearer	sword/plague_bearer	sword/plague_bearer
1102	the_atlantean_1					sword/war_sword	sword/war_sword	sword/war_sword
1103	crainte_vomir					sword/shadowfang	sword/shadowfang	sword/shadowfang
1104	bing_sz_wang					sword/claymore	sword/claymore	sword/claymore
1105	the_vile_husk					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1106	cloudcrack					sword/blacktongue	sword/blacktongue	sword/blacktongue
1107	todesfaelle_flamme					sword/todesfaelle_flamme	sword/todesfaelle_flamme	sword/todesfaelle_flamme
1108	swordguard					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1109	spineripper					knife/dagger	knife/dagger	knife/dagger
1110	heart_carver					knife/dirk	knife/dirk	knife/dirk
1111	blackbogs_sharp					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1112	stormspike					knife/stormspike	knife/stormspike	knife/stormspike
1113	the_impaler					spear/spear	spear/spear	spear/spear
1114	kelpie_snare					spear/razortine	spear/razortine	spear/razortine
1115	soulfeast_tine					spear/soulfeast_tine	spear/soulfeast_tine	spear/soulfeast_tine
1116	hone_sundan					spear/spetum	spear/spetum	spear/spetum
1117	spire_of_honor					spear/pike	spear/pike	spear/pike
1118	the_meat_scraper					polearm/bardiche	polearm/bardiche	polearm/bardiche
1119	blackleach_blade					polearm/voulge	polearm/voulge	polearm/voulge
1120	athenas_wrath					polearm/athenas_wrath	polearm/athenas_wrath	polearm/athenas_wrath
1121	pierre_tombale_couant					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1122	husoldal_evo					polearm/halberd	polearm/halberd	polearm/halberd
1123	grims_burning_dead					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1124	razorswitch					staff/short_staff	staff/short_staff	staff/short_staff
1125	ribcracker					staff/long_staff	staff/long_staff	staff/long_staff
1126	chromatic_ire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1127	warpspear					staff/battle_staff	staff/battle_staff	staff/battle_staff
1128	skull_collector					staff/skullcollector	staff/skullcollector	staff/skullcollector
1129	skystrike					bow/short_bow	bow/short_bow	bow/short_bow
1130	riphook					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1131	kuko_shakaku					bow/kuko_shakaku	bow/kuko_shakaku	bow/kuko_shakaku
1132	endlesshail					bow/piercerib	bow/piercerib	bow/piercerib
1133	witchwild_string					bow/whichwild_string	bow/whichwild_string	bow/whichwild_string
1134	cliffkiller					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1135	magewrath					bow/hellclap	bow/hellclap	bow/hellclap
1136	goldstrike_arch					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1137	langer_briser					bow/langer_briser	bow/langer_briser	bow/langer_briser
1138	pus_spitter					bow/pus_spiter	bow/pus_spiter	bow/pus_spiter
1139	buriza_do_kyanon					bow/hellcast	bow/hellcast	bow/hellcast
1140	demon_machine					bow/doomspittle	bow/doomspittle	bow/doomspittle
1141	peasant_crown					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1142	rockstopper					helmet/rockstopper	helmet/rockstopper	helmet/rockstopper
1143	stealskull					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1144	darksight_helm					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1145	valkyrie_wing					helmet/great_helm	helmet/great_helm	helmet/great_helm
1146	crown_of_thieves					helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves
1147	blackhorns_face					helmet/mask	helmet/mask	helmet/mask
1148	vampire_gaze					helmet/wormskull	helmet/wormskull	helmet/wormskull
1149	the_spirit_shroud					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1150	skin_of_the_vipermagi					armor/leather_armor	armor/leather_armor	armor/leather_armor
1151	skin_of_the_flayed_one_1					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
1152	iron_pelt					armor/ironpelt	armor/ironpelt	armor/ironpelt
1153	spirit_forge					armor/ring_mail	armor/ring_mail	armor/ring_mail
1154	crow_caw					armor/scale_mail	armor/scale_mail	armor/scale_mail
1155	shaftstop					armor/chain_mail	armor/chain_mail	armor/chain_mail
1156	duriels_shell					armor/breast_plate	armor/breast_plate	armor/breast_plate
1157	skullders_ire					armor/splint_mail	armor/splint_mail	armor/splint_mail
1158	guardian_angel					armor/plate_mail	armor/plate_mail	armor/plate_mail
1159	toothrow					armor/field_plate	armor/field_plate	armor/field_plate
1160	atmas_wail					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1161	black_hades					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1162	corpsemourn					armor/corpsemourn	armor/corpsemourn	armor/corpsemourn
1163	que_hegans_wisdom_1					armor/light_plate	armor/light_plate	armor/light_plate
1164	visceratuant					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1165	mosers_blessed_circle_1					shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle
1166	stormchaser					shield/stormchaser	shield/stormchaser	shield/stormchaser
1167	tiamats_rebuke					shield/steelclash	shield/steelclash	shield/steelclash
1168	gerkes_sanctuary_1					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1169	radaments_sphere					shield/the_ward	shield/the_ward	shield/the_ward
1170	lidless_wall					shield/lidless_wall	shield/lidless_wall	shield/lidless_wall
1171	lance_guard					shield/lance_guard	shield/lance_guard	shield/lance_guard
1172	venom_grip					glove/gloves_l	glove/gloves_l	glove/gloves_l
1173	gravepalm					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1174	ghoulhide					glove/bracers_m	glove/bracers_m	glove/bracers_m
1175	lava_gout					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
1176	hellmouth					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1177	infernostride					boot/leather_boots	boot/leather_boots	boot/leather_boots
1178	waterwalk					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1179	silkweave					boot/chain_boots	boot/chain_boots	boot/chain_boots
1180	war_traveler					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1181	gore_rider					boot/plate_boots	boot/plate_boots	boot/plate_boots
1182	string_of_ears					belt/sash_l	belt/sash_l	belt/sash_l
1183	razortail					belt/light_belt	belt/light_belt	belt/light_belt
1184	glooms_trap					belt/belt_m	belt/belt_m	belt/belt_m
1185	snowclash					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
